time,role,sample_count,axis_angle_rad,mean_axial_error_rad,median_axial_error_rad,p90_axial_error_rad,mean_axial_error_deg,median_axial_error_deg,p90_axial_error_deg,mean_signed_axis_velocity,mean_abs_axis_velocity,mean_signed_perpendicular_velocity,mean_abs_perpendicular_velocity,sample_too_small,interpretation_warning
5,forager,100,0.7853981633974483,0.840251795498712,0.8770003589156836,1.4981649617428914,48.14288161036574,50.24841919732707,85.83852932224612,0.043529967902633436,0.3608175357495233,-0.05911147648110306,0.40321836675692124,False,
5,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
5,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
6,forager,100,0.7853981633974483,0.7991140820256969,0.843299219448773,1.3888258522656411,45.78586424954351,48.31748614109132,79.57385981348082,0.028426015307905866,0.37774326627475313,-0.023134759964752963,0.38877631457935,False,
6,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
6,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
7,forager,100,0.7853981633974483,0.8640168207106237,0.9337862045433714,1.4373681718071503,49.50451725503027,53.502008487874996,82.35512985098471,0.026726910706634025,0.349717552138197,-0.027096977681736755,0.41130114894088476,False,
7,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
7,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
8,forager,100,0.7853981633974483,0.8103207295346242,0.8746824423794185,1.4191783022176254,46.42795785429584,50.115612362535494,81.31292709361158,0.028914682855347876,0.3747592189902014,-0.006855545862620633,0.39554679415589783,False,
8,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
8,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
9,forager,100,0.7853981633974483,0.8344122200708626,0.8085286078878264,1.411593528866574,47.808298584201665,46.325276847560296,80.87835159203303,0.009504932625768214,0.3684617077948332,-0.03213230633009276,0.4073020150652921,False,
9,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
9,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
10,forager,100,0.7853981633974483,0.8786777576911065,0.9522301304992142,1.4806019556716339,50.34452706771921,54.558767602796586,84.83224319880043,0.010054717808186923,0.33954543533873627,0.002636018592974798,0.4132515959946603,False,
10,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
10,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
11,forager,100,0.7853981633974483,0.8201955357701408,0.8216521386718639,1.4306086785585281,46.99374257510041,47.077199773795655,81.9678394161915,0.011874495534281998,0.36771287031303856,-0.00756290489067005,0.395988454981284,False,
11,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
11,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
12,forager,100,0.7853981633974483,0.8042892409157225,0.8024730245258483,1.3614972130058487,46.082379012251586,45.97831747842931,78.00804412405918,0.01679993562757371,0.38128460697393585,0.023736676363087204,0.3947699124185504,False,
12,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
12,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
13,forager,100,0.7853981633974483,0.832025046196974,0.8211529142130554,1.3772569956418228,47.67152359626396,47.04859631927622,78.91101315514406,0.00837684905528525,0.36579218772246364,-0.00961201514349158,0.4033956255550529,False,
13,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
13,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
14,forager,100,0.7853981633974483,0.81413281344468,0.8072607561000801,1.4002461146961451,46.64637417349177,46.252634291074315,80.22819265168052,-0.002043095036732775,0.37140638101974505,0.011016376430401209,0.3945519529179158,False,
14,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
14,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
15,forager,100,0.7853981633974483,0.7882396470077347,0.827454320492955,1.4285912629231605,45.16280501842501,47.409640304111704,81.85225001476122,-0.006343821860903125,0.38342089780481436,-0.01359860894792685,0.38710056297819245,False,
15,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
15,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
16,forager,100,0.7853981633974483,0.7787786743733404,0.7609891151386159,1.3976806421659635,44.620731216385444,43.601464552837754,80.08120190324436,-0.017346739040634693,0.3902428711889305,0.014384679556545927,0.38474747679014165,False,
16,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
16,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
17,forager,100,0.7853981633974483,0.7990436776534631,0.7688057920554252,1.3865274332098367,45.78183037615524,44.04932714998826,79.44217010203079,-0.0022806988599276957,0.37648075514990575,0.01457612122416049,0.3874097632121498,False,
17,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
17,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
18,forager,100,0.7853981633974483,0.811736520886777,0.8175353712188289,1.44116327981084,46.50907672344532,46.84132637349993,82.57257352239246,-0.040636694470892604,0.37263641044004636,0.014108634637002475,0.3928519220914501,False,
18,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
18,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
19,forager,100,0.7853981633974483,0.8187688349792452,0.8817544926507126,1.4048443052066713,46.91199864115412,50.520810995584995,80.49164956133076,0.030146037465426767,0.3662658427828558,0.009845789902519476,0.3934842620546415,False,
19,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
19,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
20,forager,100,0.7853981633974483,0.8286616620295912,0.827330537793199,1.3986765211917762,47.4788158785918,47.40254807783895,80.13826156832903,-0.02035223842702517,0.36920483442495666,0.012503853922217452,0.40370800920533184,False,
20,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
20,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
21,forager,100,0.7853981633974483,0.7726608450530117,0.6598509958028291,1.462699663370313,44.270205416549224,37.806677167006704,83.8065174063252,0.023790407163338568,0.38331183004547953,0.021869586687663214,0.3715899775458043,False,
21,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
21,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
22,forager,100,0.7853981633974483,0.8150639282369098,0.8665790479002091,1.3179908735569918,46.69972312132874,49.65132205914718,75.51531449157616,-0.009962746341289231,0.3778060586597495,0.0303456701798768,0.40106175603149746,False,
22,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
22,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
23,forager,100,0.7853981633974483,0.7956016844700539,0.7865731719211029,1.3989466341455754,45.5846186936331,45.067323029297306,80.15373790057353,0.01357284060009031,0.3751746364901306,0.01982196545830193,0.38299989243565646,False,
23,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
23,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
24,forager,100,0.7853981633974483,0.7977983872783674,0.8265542623830608,1.436989200415652,45.710480493394,47.35807077309825,82.33341638969566,-0.017580173597353022,0.3753132647808932,0.021586298304802184,0.3847664868998602,False,
24,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
24,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
25,forager,100,0.7853981633974483,0.747698057709743,0.7538396301124921,1.3607753291157572,42.83994305689733,43.19182923514888,77.96668322385845,0.02895384228630446,0.39460142904407486,0.03716866114578355,0.3646098715165022,False,
25,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
25,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
26,forager,100,0.7853981633974483,0.8032143732582913,0.8866167010038574,1.4036817843600538,46.020793631945665,50.799395013333445,80.42504202322361,-0.0005496386701672973,0.3715304834506858,0.03493342620554604,0.3862473940190902,False,
26,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
26,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
27,forager,100,0.7853981633974483,0.8364593446002945,0.8002164540399554,1.4675229575878537,47.92559017987582,45.849025513413864,84.08287180834013,0.03595724615773675,0.3534866235612919,0.027963647017562997,0.39409006583132566,False,
27,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
27,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
28,forager,100,0.7853981633974483,0.8148240020465791,0.841021262784236,1.3898979012845956,46.685976363228136,48.18696883829965,79.63528369769804,-0.00487486986943718,0.3710490208149253,0.012259444983409619,0.3947560676302922,False,
28,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
28,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
29,forager,100,0.7853981633974483,0.7745264483539972,0.7419471022407421,1.314136315974242,44.37709661194137,42.510437580355905,75.29446461019445,0.04331559336517644,0.3916957321442876,0.026248923817774744,0.3841892856044271,False,
29,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
29,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
30,forager,100,0.7853981633974483,0.8448319268737707,0.8435279546117805,1.4619720908382001,48.40530380777206,48.33059170055789,83.76483057094548,0.04153632836085742,0.35439025171314575,0.03888644428986816,0.40159569156196157,False,
30,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
30,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
31,forager,100,0.7853981633974483,0.8117329288485652,0.840348684382743,1.4351733238018614,46.50887091481593,48.14843293450245,82.22937432360895,0.027722338323698293,0.37758999281071054,0.010956771473778685,0.39865918259809724,False,
31,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
31,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
32,forager,100,0.7853981633974483,0.8339174071914726,0.8361954600497536,1.3977981924977816,47.779947894563904,47.91047070885112,80.08793704113789,-0.0029906297609116035,0.3634702005130843,0.058009552754031704,0.4017602690273666,False,
32,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
32,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
33,forager,100,0.7853981633974483,0.8353841347506398,0.9205422272811481,1.3576729915629235,47.86398519339971,52.743184486782376,77.78893237545614,0.01895809612496763,0.3637133413096192,0.004412468338269404,0.40558118880653865,False,
33,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
33,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
34,forager,100,0.7853981633974483,0.8918280572128076,0.9516379977878159,1.4462269074844731,51.09798372964559,54.52484089752182,82.86269801711728,0.037903799197340986,0.33877378036270017,0.02635765512787576,0.4231690566249576,False,
34,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
34,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
35,forager,100,0.7853981633974483,0.8538095100346124,0.9154402871086798,1.4092311101231625,48.919681433116,52.450864847571694,80.74299496859295,0.020069334119621068,0.3578273191498112,0.024078869790993215,0.4135379819026834,False,
35,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
35,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
36,forager,100,0.7853981633974483,0.8558557167405177,0.9234598461492182,1.4339770523045827,49.03692044137574,52.91035173415053,82.16083301566309,0.050745714135401486,0.35452332463103514,0.03642176140558044,0.4114255690589488,False,
36,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
36,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
37,forager,100,0.7853981633974483,0.8376456990133443,0.877549431736547,1.429544004726916,47.993563280750294,50.279878752607885,81.9068380990821,0.04452613373893452,0.36203562860264327,0.051471403757170284,0.4036326242853188,False,
37,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
37,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
38,forager,100,0.7853981633974483,0.9343085501451575,0.958615331289498,1.4233892562170374,53.53193668630456,54.924612659423445,81.55419698550162,0.05741880733759477,0.3262749805406207,0.03626974758130345,0.4450865965037011,False,
38,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
38,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
39,forager,100,0.7853981633974483,0.8529599661178033,0.9152261071877771,1.4654430642655714,48.87100615217183,52.438593242047524,83.96370269913591,0.05971634952216594,0.3569286799502769,0.07705020430593625,0.41128064555731547,False,
39,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
39,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
40,forager,100,0.7853981633974483,0.8814936782128651,0.9368642394950202,1.4562689353542126,50.50586742906025,53.67836689979823,83.4380638318061,0.012358314721660673,0.3444227068710839,0.03669511043250635,0.4209889629975111,False,
40,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
40,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
41,forager,100,0.7853981633974483,0.8606386521218146,0.8615470657318574,1.398945122809384,49.31096245240785,49.36301071831554,80.15365130738834,0.029412576110584093,0.35485364947690784,0.09245473737082642,0.41485295135039757,False,
41,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
41,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
42,forager,100,0.7853981633974483,0.9012001303504346,1.003453806874095,1.4635630239356794,51.63496396571955,57.49366807022124,83.85598432291872,-0.03245257990948722,0.3323680624525756,0.06428124038153164,0.42520295635144867,False,
42,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
42,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
43,forager,100,0.7853981633974483,0.8632339924146257,0.9583658609841295,1.387772712122606,49.459664497586175,54.91031906381198,79.5135193280491,-0.02272833488591053,0.3541959390407301,0.09916474621737434,0.4178823103002853,False,
43,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
43,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
44,forager,100,0.7853981633974483,0.8867848442099304,0.9066750780710696,1.4837702137811564,50.80902890939523,51.94865536316671,85.01377101688416,-0.048439389705755564,0.3414875159247902,0.05725341200970748,0.4226275874947313,False,
44,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
44,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
45,forager,100,0.7853981633974483,0.8745843758661794,0.8775878048038547,1.4431513845214354,50.10999356521533,50.28207736741159,82.68648353153965,-0.010081072843216944,0.3500685248266314,0.11251897306919638,0.42087114871520237,False,
45,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
45,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
46,forager,100,0.7853981633974483,0.8907266355049083,0.9735385975129527,1.47351969371944,51.03487691431887,55.77965283057753,84.42645947953362,-0.044483858180454965,0.3375036747252284,0.09376750485486877,0.4217761598697903,False,
46,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
46,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
47,forager,100,0.7853981633974483,0.9229619820664604,0.9669391602077987,1.4783160312735748,52.88182622343736,55.40153292583102,84.70126937850566,-0.03837058228835273,0.31988705138133844,0.10786055356167344,0.42909331428138514,False,
47,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
47,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
48,forager,100,0.7853981633974483,0.8707492386346232,0.9700018392447539,1.425959650530591,49.890256387993674,55.577011508651744,81.70146973135266,-0.0002926181916322268,0.34566966386092624,0.10678587545317585,0.41551085385956144,False,
48,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
48,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
49,forager,100,0.7853981633974483,0.844167840943038,0.8950838835584074,1.4382359109192928,48.367254486707054,51.284528838075964,82.40484763982892,-0.002341268756414101,0.35276529345357927,0.10158444244507094,0.40085625699455835,False,
49,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
49,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
50,forager,100,0.7853981633974483,0.8635275150752953,0.9182056279171386,1.3990803690693725,49.47648210723399,52.60930720481168,80.1614003472806,-0.013027286598574397,0.3498467202102696,0.12287934242920721,0.41346035336404036,False,
50,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
50,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
51,forager,100,0.7853981633974483,0.867884296538683,0.8907327429324957,1.4736088179212372,49.72610729734694,51.03522684414331,84.43156592014908,-0.013031654389831305,0.34416233768718485,0.10473281179117651,0.41070670451177826,False,
51,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
51,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
52,forager,100,0.7853981633974483,0.8236068880167491,0.8639368451223395,1.4354018644315,47.18919866126354,49.49993499135751,82.24246873713452,-0.029204796662147564,0.3674350403417695,0.10303647798304379,0.3986024648225704,False,
52,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
52,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
53,forager,100,0.7853981633974483,0.8851632613920216,0.8714188498163045,1.4623455755867372,50.716119057798124,49.928622282618775,83.78622967074915,-0.02370611722411224,0.344118625684682,0.09471785765366939,0.42277981063028347,False,
53,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
53,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
54,forager,100,0.7853981633974483,0.8037076537036577,0.8356428478599828,1.4195979866782984,46.04905651958149,47.87880836266977,81.33697324193537,-0.002442246940140379,0.3742777333009677,0.08947459141851465,0.3902543746712365,False,
54,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
54,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
55,forager,100,0.7853981633974483,0.8683139838142309,0.9037381826955572,1.4322258461490025,49.7507265647463,51.780383653278356,82.060496293891,0.007595299604291231,0.34745727350224487,0.08594381179034538,0.4137076680631884,False,
55,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
55,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
56,forager,100,0.7853981633974483,0.8114233287092075,0.8914094808003057,1.4228352226195138,46.49113213349408,51.074001067805504,81.52245319865506,0.014096323809019427,0.36578372097061485,0.09511109441904303,0.3886525955770789,False,
56,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
56,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
57,forager,100,0.7853981633974483,0.8495174715564331,0.8410978561354134,1.4481229322477664,48.67376574280858,48.19135731406089,82.97133223390628,0.003215205924721344,0.35791670038847684,0.08901533461068617,0.40848744132577897,False,
57,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
57,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
58,forager,100,0.7853981633974483,0.8208237172112781,0.8792212476239887,1.3932758801607135,47.02973472044603,50.37566674708121,79.82882763058394,0.006560823861325849,0.3729692542317886,0.09190514011556455,0.40147930339253757,False,
58,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
58,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
59,forager,100,0.7853981633974483,0.8401521466930129,0.8316049978213486,1.4308691463992032,48.13717215436566,47.647456597149294,81.98276312416105,0.0047491716256853524,0.3629224004025802,0.08775346843385312,0.40513587571525045,False,
59,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
59,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
60,forager,100,0.7853981633974483,0.7721572951809145,0.7930350909445434,1.333567398861414,44.2413541341037,45.437563716895745,76.4077836509983,0.010015704003575461,0.3884861720749232,0.08657440502054276,0.37993202140571747,False,
60,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
60,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
61,forager,100,0.7853981633974483,0.7801133637108082,0.7622799094089148,1.3591263598754642,44.69720328238346,43.675421616745545,77.87220424584277,0.004439521530720274,0.38769585756108144,0.0772212040124209,0.3839145068381631,False,
61,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
61,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
62,forager,100,0.7853981633974483,0.7545414261257523,0.7475590389715925,1.3753011549592846,43.232039184787794,42.83197786992808,78.79895173863464,0.0009594365830292683,0.39393474808961826,0.0686632394449491,0.37002333995739667,False,
62,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
62,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
63,forager,100,0.7853981633974483,0.7929076080799493,0.8115107523452849,1.3629087802558266,45.43025948679427,46.496141138870996,78.08892096998181,0.02086800017564826,0.38057135849294565,0.0836168964857635,0.38736912084912395,False,
63,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
63,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
64,forager,100,0.7853981633974483,0.827211305121063,0.8580104311687187,1.4406530449935186,47.395716548945494,49.1603764841676,82.54333922079931,0.019837122209344474,0.36749563446995615,0.06985986630395725,0.4001740868581474,False,
64,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
64,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
65,forager,100,0.7853981633974483,0.799581514001163,0.8162902298177814,1.4139769463133307,45.81264612894718,46.7699850263229,81.01491135255004,0.009235942273029946,0.3765104359004846,0.06438986756928329,0.3879393244463884,False,
65,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
65,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
66,forager,100,0.7853981633974483,0.7381977982493004,0.7546896914192599,1.3074259377169788,42.295618285534744,43.24053416035405,74.90998825711692,0.016276741436368643,0.4064315223503746,0.06220852100340854,0.369399108558542,False,
66,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
66,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
67,forager,100,0.7853981633974483,0.7423849997629854,0.6957294667708516,1.4306054081756325,42.53552726023969,39.86236212885704,81.96765203705418,0.0020873291819934413,0.3892315575100953,0.047834745815037306,0.35458645070210487,False,
67,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
67,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
68,forager,100,0.7853981633974483,0.7580343305304659,0.7729561110405743,1.402321143529858,43.43216786542054,44.28712291147032,80.3470830462202,-0.00805710526944896,0.3891034889815723,0.039113065502289,0.36844250869423883,False,
68,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
68,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
69,forager,100,0.7853981633974483,0.7433041996886786,0.7307716748400621,1.3693404889077752,42.588193536510644,41.87013275604209,78.45743073079623,-0.0144487910614279,0.3967363891201896,0.03411297575237368,0.3640078782144777,False,
69,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
69,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
70,forager,100,0.7853981633974483,0.8041872878126423,0.8134078918655493,1.4216471002433109,46.076537529736825,46.60483922652962,81.45437880095358,-0.00712854208442616,0.3712215579184825,0.03149344115091463,0.38602884703600837,False,
70,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
70,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
71,forager,100,0.7853981633974483,0.790224972961974,0.8426111901496007,1.3529270087751015,45.2765558165607,48.278064966067404,77.5170075920722,-0.033963599829912636,0.38468151669175404,0.023697205213867516,0.38858183757430764,False,
71,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
71,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
72,forager,100,0.7853981633974483,0.8081741642033173,0.8016771468618862,1.413164639865771,46.30496872036286,45.932717047275545,80.9683696214336,-0.03487260209174791,0.37650987726243984,0.01715268298223416,0.39389884368005873,False,
72,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
72,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
73,forager,100,0.7853981633974483,0.7639932652619383,0.7922029753154674,1.3481436629540442,43.77358967592784,45.389887003282816,77.24294206457408,-0.04780049558474882,0.3909930093457231,0.01531493589374357,0.37474055205202467,False,
73,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
73,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
74,forager,100,0.7853981633974483,0.77854340900983,0.7832506954636782,1.4638217813853376,44.60725150399069,44.8769591507553,83.8708100327017,-0.036511433422192825,0.3770432647154189,-0.010621715300630545,0.37110719172522316,False,
74,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
74,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
75,forager,100,0.7853981633974483,0.8093844997200512,0.8666689712647786,1.440440043752976,46.374315837266494,49.65647428841663,82.53113514868517,-0.03691622472667517,0.3701935154125048,-0.009347435613615751,0.389322422756457,False,
75,transporter,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
75,follower,0,0.7853981633974483,,,,,,,,,,,True,insufficient sample; do not over-interpret
76,forager,100,0.7853981633974483,0.7820341340781651,0.8241447179475198,1.4169445930382645,44.80725531784681,47.220014046392514,81.18494498497456,-0.047977342944723105,0.38017797083935156,-0.00539122108958121,0.37742229105269365,False,
